Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of a nutrient adequate diet [CoNA],Cost of an energy sufficient diet [CoCA],Cost of animal-source foods [CoHD_asf],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],Cost of fruits [CoHD_f],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],"Cost of legumes, nuts and seeds [CoHD_lns]","Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats [CoHD_of],Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Cost of starchy staples [CoHD_ss],Cost of vegetables [CoHD_v],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop]
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,MYS,2019,YR2019,..,3.046,..,..,..,..,3.412,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,MYS,2020,YR2020,..,3.159,..,..,..,..,3.538,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,MYS,2021,YR2021,..,3.285,..,..,..,..,3.679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,MDV,2017,YR2017,1.225,3.197,0.919,2.398,0.145,0.378,3.581,8.47,2.686,0.423,0.906,3.79,0.861,3.6,0.409,1.71,0.099,0.41,0.239,1.067,4.46,0.253,0.24,0.114,0.028
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,MDV,2018,YR2018,..,3.245,..,..,..,..,3.634,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,MDV,2019,YR2019,..,3.27,..,..,..,..,3.662,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,MDV,2020,YR2020,..,3.447,..,..,..,..,3.861,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,MDV,2021,YR2021,..,3.656,..,..,..,..,4.095,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mali,MLI,2017,YR2017,1.126,2.589,0.77,1.772,0.233,0.536,2.9,4.83,1.985,0.6,1.003,2.33,0.543,1.26,0.134,0.31,0.143,0.33,0.43,0.648,1.51,0.346,0.187,0.046,0.049
Food Prices for Nutrition 2.0,FPN 2.0,Mali,MLI,2018,YR2018,..,2.71,..,..,..,..,3.035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mali,MLI,2019,YR2019,..,2.643,..,..,..,..,2.96,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mali,MLI,2020,YR2020,..,2.726,..,..,..,..,3.053,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mali,MLI,2021,YR2021,..,2.884,..,..,..,..,3.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Malta,MLT,2017,YR2017,0.512,3.12,0.388,2.363,0.109,0.662,3.494,4.72,2.647,0.741,0.795,1.56,0.931,1.83,0.45,0.89,0.08,0.16,0.508,0.73,1.44,0.228,0.266,0.129,0.023
Food Prices for Nutrition 2.0,FPN 2.0,Malta,MLT,2018,YR2018,..,3.254,..,..,..,..,3.645,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Malta,MLT,2019,YR2019,..,3.452,..,..,..,..,3.866,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Malta,MLT,2020,YR2020,..,3.414,..,..,..,..,3.824,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Malta,MLT,2021,YR2021,..,3.497,..,..,..,..,3.917,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2017,YR2017,1.036,3.081,0.845,2.513,0.263,0.783,3.451,3.94,2.814,0.877,0.96,2.07,0.804,1.74,0.194,0.42,0.16,0.35,0.463,0.87,1.88,0.278,0.233,0.056,0.046
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2018,YR2018,..,3.191,..,..,..,..,3.574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2019,YR2019,..,3.263,..,..,..,..,3.6541,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2020,YR2020,..,3.297,..,..,..,..,3.6921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2021,YR2021,..,3.525,..,..,..,..,3.948,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2017,YR2017,0.318,2.958,0.242,2.249,0.078,0.727,3.313,4.07,2.519,0.814,0.876,2.15,0.565,1.39,0.296,0.73,0.1,0.25,0.407,1.07,2.63,0.264,0.171,0.089,0.03
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2018,YR2018,..,3.032,..,..,..,..,3.396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2019,YR2019,..,3.071,..,..,..,..,3.439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2020,YR2020,..,3.218,..,..,..,..,3.604,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2021,YR2021,..,3.379,..,..,..,..,3.785,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2017,YR2017,0.38,2.672,0.315,2.217,0.082,0.574,2.993,4.65,2.483,0.643,0.766,1.86,0.599,1.46,0.35,0.85,0.096,0.23,0.411,0.771,1.88,0.256,0.2,0.117,0.032
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2018,YR2018,..,2.742,..,..,..,..,3.071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2019,YR2019,..,2.713,..,..,..,..,3.039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2020,YR2020,..,2.745,..,..,..,..,3.074,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2021,YR2021,..,2.862,..,..,..,..,3.205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2017,YR2017,0.575,2.804,0.379,1.814,0.137,0.658,3.14,1.54527559055118,2.032,0.737,0.941,2.04,0.652,1.41,0.345,0.75,0.141,0.31,0.461,0.601,1.3,0.3,0.208,0.11,0.045
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2018,YR2018,..,2.879,..,..,..,..,3.224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2019,YR2019,..,2.963,..,..,..,..,3.319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2020,YR2020,..,3.014,..,..,..,..,3.376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2021,YR2021,..,3.174,..,..,..,..,3.554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2017,YR2017,0.355,2.196,0.243,1.503,0.116,0.716,2.46,3.07,1.683,0.802,0.746,1.61,0.432,0.94,0.36,0.78,0.121,0.26,0.462,0.339,0.73,0.303,0.176,0.146,0.049
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2018,YR2018,..,2.296,..,..,..,..,2.571,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2019,YR2019,..,2.399,..,..,..,..,2.687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2020,YR2020,..,2.513,..,..,..,..,2.814,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2021,YR2021,..,2.677,..,..,..,..,2.998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2017,YR2017,0.979,4.057,0.487,2.017,0.16,0.663,4.544,6.12,2.259,0.743,0.756,1.37,1.921,3.47,0.468,0.85,0.167,0.3,0.553,0.68,1.23,0.166,0.423,0.103,0.037
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2018,YR2018,..,4.166,..,..,..,..,4.666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2019,YR2019,..,4.375,..,..,..,..,4.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2020,YR2020,..,4.567,..,..,..,..,5.115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2021,YR2021,..,5.068,..,..,..,..,5.676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2017,YR2017,0.31,3.033,0.209,2.048,0.05,0.492,3.397,6.17,2.294,0.551,0.862,2.03,0.833,1.96,0.367,0.86,0.081,0.19,0.425,0.829,1.95,0.254,0.245,0.108,0.024
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2018,YR2018,..,3.061,..,..,..,..,3.428,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2019,YR2019,..,3.254,..,..,..,..,3.644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2020,YR2020,..,3.135,..,..,..,..,3.511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2021,YR2021,..,3.279,..,..,..,..,3.673,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2017,YR2017,0.784,4.36,0.591,3.289,0.222,1.233,4.883,3.54,3.684,1.381,0.799,1.05,0.876,1.15,0.462,0.61,0.201,0.26,0.76,1.785,2.35,0.164,0.179,0.095,0.041
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2017,YR2017,0.641,2.42,0.452,1.707,0.144,0.543,2.71,4.46,1.912,0.608,0.798,1.95,0.539,1.31,0.358,0.87,0.119,0.29,0.41,0.485,1.18,0.294,0.199,0.132,0.044
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2018,YR2018,..,2.457,..,..,..,..,2.752,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2019,YR2019,..,2.463,..,..,..,..,2.759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2020,YR2020,..,2.497,..,..,..,..,2.797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2021,YR2021,..,2.594,..,..,..,..,2.905,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2017,YR2017,1.932,2.706,1.255,1.758,0.244,0.342,3.031,7.91,1.969,0.383,0.993,2.43,0.389,0.95,0.208,0.51,0.191,0.47,0.408,0.843,2.07,0.328,0.128,0.069,0.063
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2018,YR2018,..,2.668,..,..,..,..,2.988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2019,YR2019,..,2.729,..,..,..,..,3.057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2020,YR2020,..,2.882,..,..,..,..,3.228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2021,YR2021,..,3.168,..,..,..,..,3.548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2017,YR2017,1.034,3.309,0.726,2.321,0.254,0.813,3.706,4.07,2.6,0.91,1.029,1.6,0.64,0.99,0.368,0.57,0.111,0.17,0.645,0.913,1.42,0.278,0.173,0.099,0.03
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2018,YR2018,..,3.38,..,..,..,..,3.786,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2019,YR2019,..,3.447,..,..,..,..,3.861,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2020,YR2020,..,3.504,..,..,..,..,3.925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2021,YR2021,..,3.755,..,..,..,..,4.206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2017,YR2017,0.979,2.906,0.553,1.642,0.304,0.901,3.255,3.23,1.839,1.009,0.736,1.29,0.811,1.42,0.192,0.34,0.115,0.2,0.571,0.83,1.45,0.226,0.249,0.059,0.035
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2018,YR2018,..,2.946,..,..,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2019,YR2019,..,3.016,..,..,..,..,3.378,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2020,YR2020,..,3.143,..,..,..,..,3.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2021,YR2021,..,3.358,..,..,..,..,3.761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2017,YR2017,1.057,3.685,0.657,2.29,0.253,0.881,4.127,4.18,2.565,0.987,1.38,2.72,1.025,2.02,0.337,0.66,0.166,0.33,0.507,0.711,1.4,0.334,0.248,0.082,0.04
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2018,YR2018,..,3.736,..,..,..,..,4.184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2019,YR2019,..,3.805,..,..,..,..,4.262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2020,YR2020,..,3.931,..,..,..,..,4.403,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2021,YR2021,..,4.126,..,..,..,..,4.621,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2017,YR2017,0.394,2.449,0.254,1.581,0.043,0.265,2.743,9.24,1.771,0.297,0.614,1.91,0.607,1.89,0.255,0.79,0.053,0.16,0.322,0.892,2.77,0.224,0.221,0.093,0.019
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2018,YR2018,..,2.519,..,..,..,..,2.821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2019,YR2019,..,2.618,..,..,..,..,2.932,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2020,YR2020,..,2.679,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2021,YR2021,..,2.646,..,..,..,..,2.963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2017,YR2017,0.319,2.385,0.265,1.985,0.058,0.437,2.671,5.46,2.223,0.489,0.739,2.36,0.663,2.12,0.299,0.96,0.056,0.18,0.313,0.6,1.92,0.277,0.248,0.112,0.021
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2018,YR2018,..,2.312,..,..,..,..,2.589,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2019,YR2019,..,2.43,..,..,..,..,2.722,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2020,YR2020,..,2.515,..,..,..,..,2.817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2021,YR2021,..,2.497,..,..,..,..,2.797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2017,YR2017,0.935,2.849,0.729,2.222,0.421,1.282,3.191,2.22,2.489,1.436,1.016,1.73,0.373,0.64,0.331,0.56,0.14,0.24,0.587,0.743,1.27,0.318,0.117,0.104,0.044
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2018,YR2018,..,2.897,..,..,..,..,3.245,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2019,YR2019,..,2.928,..,..,..,..,3.279,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2020,YR2020,..,2.978,..,..,..,..,3.335,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2021,YR2021,..,3.161,..,..,..,..,3.54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2017,YR2017,4.064,2.545,2.364,1.48,0.867,0.543,2.85,4.69,1.658,0.608,1.138,2.84,0.601,1.5,0.094,0.23,0.144,0.36,0.401,0.473,1.18,0.399,0.211,0.033,0.051
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2018,YR2018,..,2.511,..,..,..,..,2.812,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2019,YR2019,..,2.493,..,..,..,..,2.792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2020,YR2020,..,2.591,..,..,..,..,2.902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2021,YR2021,..,2.817,..,..,..,..,3.155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2017,YR2017,0.603,3.183,0.358,1.888,0.234,1.234,3.565,2.58,2.115,1.382,0.994,1.31,0.522,0.69,0.23,0.3,0.13,0.17,0.757,0.932,1.23,0.279,0.146,0.065,0.036
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2018,YR2018,..,3.325,..,..,..,..,3.724,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2019,YR2019,..,3.455,..,..,..,..,3.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2020,YR2020,..,3.586,..,..,..,..,4.016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2021,YR2021,..,3.862,..,..,..,..,4.325,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2017,YR2017,0.433,3.024,0.365,2.688,0.113,0.797,3.386,1.1245433410827,3.011,0.892,0.608,1,0.587,0.96,0.375,0.61,0.101,0.17,0.611,1.103,1.81,0.18,0.173,0.111,0.03
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2018,YR2018,..,2.958,..,..,..,..,3.313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2019,YR2019,..,2.985,..,..,..,..,3.343,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2020,YR2020,..,3.012,..,..,..,..,3.373,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2021,YR2021,..,2.964,..,..,..,..,3.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2017,YR2017,0.434,2.963,0.389,2.654,0.096,0.652,3.318,4.55,2.972,0.73,0.949,1.81,0.64,1.22,0.347,0.66,0.146,0.28,0.525,0.712,1.36,0.286,0.193,0.105,0.044
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2018,YR2018,..,2.968,..,..,..,..,3.324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2019,YR2019,..,3.093,..,..,..,..,3.464,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2020,YR2020,..,3.06,..,..,..,..,3.427,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2021,YR2021,..,3.229,..,..,..,..,3.616,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2017,YR2017,0.446,2.969,0.382,2.544,0.15,1.002,3.325,2.96,2.849,1.122,0.691,1.22,0.615,1.09,0.257,0.45,0.075,0.13,0.565,1.122,1.99,0.208,0.185,0.077,0.023
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2018,YR2018,..,3.064,..,..,..,..,3.432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2019,YR2019,..,3.106,..,..,..,..,3.479,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2020,YR2020,..,3.114,..,..,..,..,3.488,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2021,YR2021,..,3.001,..,..,..,..,3.361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Oman,OMN,2017,YR2017,0.39,2.513,0.263,1.696,0.072,0.466,2.815,5.39,1.899,0.522,0.842,1.7,0.378,0.76,0.351,0.71,0.148,0.3,0.496,0.599,1.21,0.299,0.134,0.125,0.053
Food Prices for Nutrition 2.0,FPN 2.0,Oman,OMN,2018,YR2018,..,2.534,..,..,..,..,2.838,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Oman,OMN,2019,YR2019,..,2.608,..,..,..,..,2.921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
